fault_severity,location,severity_type,resource_type,log_feature,volume,event_type
0,467,1,2,94,20,23
0,476,1,2,101,3,23
0,686,0,8,213,16,1
0,141,1,2,143,1,23
0,870,1,8,211,6,5
0,110,1,8,199,1,1
0,557,0,8,203,1,1
0,185,0,2,138,3,8
0,136,1,2,143,1,22
0,439,1,2,98,18,22
0,463,1,2,143,1,22
0,313,1,2,143,2,22
0,662,1,8,64,4,5
0,646,0,8,48,1,1
0,622,0,8,189,1,1
0,686,0,8,202,5,5
0,26,0,8,198,5,1
0,375,1,2,98,9,22
0,453,1,2,143,28,22
0,786,0,8,199,2,1
0,462,1,2,98,2,23
0,8,1,8,213,7,5
0,705,0,8,189,1,1
0,483,1,2,143,2,22
0,131,1,2,98,13,22
0,662,1,8,202,5,5
0,32,0,8,48,6,1
0,617,1,8,199,3,4
0,898,1,8,213,14,5
0,171,0,2,85,1,8
0,346,3,2,143,1,23
0,292,1,2,144,4,22
0,814,1,8,201,1,1
0,504,1,2,98,10,22
0,543,1,8,190,6,1
0,858,0,8,212,4,1
0,131,1,2,143,16,23
0,860,1,8,211,1,5
0,135,1,2,101,1,22
0,624,0,8,190,2,1
0,481,1,2,144,42,22
0,117,0,8,49,1,1
0,372,0,2,85,1,22
0,893,1,8,201,1,1
0,633,0,2,85,1,8
0,687,0,8,201,2,1
0,166,1,2,132,2,22
0,664,1,8,65,2,1
0,137,1,2,98,1,22
0,749,0,8,64,8,1
0,442,1,2,144,7,23
0,664,0,8,203,2,1
0,343,1,2,143,3,23
0,462,1,2,144,2,22
0,480,1,2,95,1,23
0,349,0,2,143,1,23
0,277,1,2,143,2,22
0,158,1,2,93,1,22
0,97,0,8,189,3,1
0,135,1,2,144,7,22
0,860,1,8,213,2,5
0,644,0,8,202,15,5
0,756,0,8,49,1,1
0,438,1,2,143,5,22
0,466,1,2,96,26,22
0,659,0,8,64,2,1
0,381,3,2,143,1,23
0,472,1,2,98,2,23
0,490,1,2,98,3,22
0,168,1,2,143,13,22
0,492,1,2,99,2,23
0,105,1,8,211,1,5
0,750,1,8,64,1,5
0,566,1,8,213,2,5
0,669,0,8,199,4,1
0,814,0,8,201,2,1
0,246,1,2,98,22,22
0,368,1,2,143,15,22
0,244,1,2,98,31,22
0,750,1,8,64,5,5
0,493,1,2,145,4,22
0,8,0,8,211,4,5
0,14,0,8,48,1,3
0,11,0,8,65,2,1
0,418,1,2,99,2,22
0,653,1,8,189,21,1
0,195,0,2,85,1,23
0,502,1,2,146,4,22
0,891,0,8,45,2,1
0,164,0,2,132,1,22
0,272,1,2,100,2,22
0,647,1,8,199,1,1
0,773,0,8,218,2,1
0,681,0,8,199,4,1
0,495,1,2,145,27,22
0,370,1,2,99,8,22
0,453,1,2,98,7,23
0,461,1,2,100,13,22
0,529,0,2,85,2,8
0,689,0,8,179,5,1
0,569,1,8,213,12,5
0,858,0,8,190,2,1
0,662,1,8,202,4,5
0,123,0,2,85,1,8
0,870,1,8,211,1,5
0,86,1,8,213,14,5
0,687,0,8,63,1,1
0,314,0,2,85,1,8
0,881,0,8,189,6,1
0,463,1,2,145,37,22
0,734,0,8,203,15,1
0,899,0,8,203,9,1
0,51,1,8,211,6,5
0,920,0,8,189,1,1
0,815,0,8,68,3,1
0,925,1,8,202,8,5
0,139,1,2,144,11,23
0,135,1,2,146,3,22
0,277,1,2,143,3,22
0,246,1,2,98,23,22
0,483,1,2,146,15,22
0,131,1,2,98,1,22
0,506,1,2,144,1,23
0,168,1,2,143,19,23
0,492,1,2,98,3,22
0,451,1,2,139,1,23
0,683,0,8,190,9,1
0,736,1,8,186,13,5
0,178,1,2,98,5,23
0,829,0,8,203,2,1
0,739,1,8,199,1,5
0,2,1,2,139,1,22
0,746,0,8,186,3,1
0,470,1,2,143,24,22
0,289,1,2,98,2,22
0,135,1,2,99,3,23
0,433,1,2,144,1,23
0,647,0,8,65,3,1
0,19,1,8,213,4,5
0,463,1,2,100,14,23
0,463,1,2,140,38,23
0,466,1,2,141,29,23
0,137,1,2,146,8,23
0,20,1,2,139,1,23
0,99,0,8,212,3,1
0,814,0,8,190,1,1
0,579,0,8,202,2,5
0,579,0,8,213,10,1
0,196,0,2,87,1,9
0,494,1,2,143,14,23
0,735,0,8,137,2,11
0,460,3,2,143,1,23
0,0,0,8,211,1,5
0,478,1,2,143,2,22
0,367,1,2,144,8,23
0,472,1,2,98,3,23
0,481,1,2,95,1,23
0,746,0,8,201,4,1
0,277,1,2,143,5,22
0,621,1,8,189,1,1
0,735,0,2,137,1,11
0,492,1,2,144,6,23
0,213,3,2,143,1,23
0,718,0,8,213,16,1
0,49,1,8,183,1,1
0,73,1,8,190,1,1
0,493,1,2,98,34,23
0,480,1,2,138,1,22
0,476,1,2,143,1,22
0,246,1,2,98,34,23
0,42,1,8,74,2,5
0,135,1,2,101,3,22
0,659,0,8,213,10,5
0,420,1,2,98,6,23
0,131,1,2,98,8,23
0,257,1,2,143,3,23
0,463,1,2,95,8,22
0,301,1,2,93,2,23
0,159,1,2,146,1,23
0,241,3,2,143,1,23
0,832,1,8,203,2,1
0,135,1,2,99,6,23
0,87,0,8,211,2,5
0,159,1,2,144,1,22
0,531,0,8,85,1,8
0,749,0,8,64,1,1
0,493,1,2,98,25,22
0,139,1,2,143,8,23
0,464,1,2,98,5,22
0,99,0,8,201,2,1
0,831,0,8,203,2,1
0,135,1,2,101,3,23
0,662,1,8,64,1,5
0,690,1,8,64,1,5
0,466,1,2,139,25,23
0,893,1,8,63,1,1
0,764,0,8,213,2,5
0,246,1,2,143,5,22
0,480,1,2,98,12,22
0,850,1,2,145,1,23
0,137,1,2,146,3,22
0,272,1,2,144,1,22
0,109,1,8,211,1,5
0,152,1,2,143,1,23
0,469,1,2,143,9,23
0,292,1,2,99,7,23
0,42,0,8,74,8,5
0,7,0,8,72,5,1
0,452,3,2,143,1,23
0,463,1,2,100,48,23
0,449,1,2,98,2,22
0,490,1,2,101,1,23
0,99,0,8,73,7,1
0,50,0,8,78,1,1
0,576,1,8,137,3,11
0,695,1,8,189,1,4
0,51,1,8,213,4,5
0,817,0,8,65,18,1
0,914,0,8,65,1,1
0,458,0,2,93,1,1
0,157,1,2,138,3,22
0,864,0,8,48,1,1
0,178,1,2,138,1,22
0,832,0,8,203,3,1
0,53,0,8,203,2,1
0,490,1,2,143,6,22
0,272,1,2,98,1,22
0,160,1,8,49,1,1
0,790,0,8,65,1,1
0,457,1,2,144,1,22
0,624,0,8,190,1,1
0,52,0,8,72,1,5
0,125,0,2,85,1,8
0,766,0,8,206,3,1
0,832,0,8,65,10,1
0,356,3,2,143,3,23
0,301,3,2,143,1,23
0,864,0,8,48,1,1
0,850,1,2,143,1,22
0,655,1,8,199,1,1
0,320,1,2,143,7,23
0,470,1,2,143,4,22
0,56,1,8,189,2,1
0,272,1,2,132,1,23
0,817,0,8,65,2,1
0,717,0,8,63,2,1
0,246,1,2,98,18,22
0,460,1,2,98,1,22
0,139,1,2,99,4,23
0,293,1,2,99,1,22
0,453,1,2,98,10,23
0,491,1,2,146,3,22
0,454,0,2,132,1,8
0,27,0,8,189,5,1
0,0,1,8,211,1,5
0,481,1,2,98,1,22
0,491,1,2,144,8,22
0,715,0,8,48,2,1
0,166,1,2,98,7,22
0,89,0,8,189,3,1
0,817,0,8,65,6,1
0,257,1,2,143,4,23
0,585,0,8,48,1,1
0,511,1,2,98,1,23
0,246,1,2,143,10,23
0,871,0,8,72,1,5
0,83,0,8,199,1,1
0,135,1,2,98,4,22
0,478,0,2,132,1,22
0,65,0,8,48,1,3
0,742,0,8,65,4,1
0,131,0,2,138,1,22
0,406,1,2,138,1,22
0,483,1,2,138,1,23
0,466,1,2,94,30,22
0,453,1,2,143,14,22
0,451,1,2,100,39,23
0,463,1,2,98,19,22
0,454,1,2,98,31,22
0,236,1,2,138,1,23
0,378,1,2,144,1,22
0,433,1,2,98,8,23
0,442,1,2,143,3,22
0,135,1,2,144,2,23
0,458,0,2,138,1,8
0,466,1,2,139,27,22
0,406,3,2,143,2,23
0,821,0,2,137,1,9
0,669,1,8,199,1,1
0,135,1,2,101,2,23
0,494,1,2,95,6,23
0,372,1,2,143,4,23
0,472,1,2,98,22,22
0,739,0,8,74,12,1
0,735,0,4,137,1,1
0,137,1,2,143,6,23
0,459,1,2,146,4,23
0,701,0,8,190,2,1
0,189,1,2,144,2,23
0,11,0,8,203,1,1
0,831,1,8,203,1,1
0,89,0,8,189,2,1
0,342,3,2,143,2,23
0,466,0,2,132,1,9
0,8,1,8,213,1,5
0,822,1,8,190,1,1
0,518,0,8,190,5,9
0,131,1,2,98,18,23
0,113,1,8,216,1,1
0,480,1,2,143,19,23
0,375,1,2,98,6,23
0,702,0,8,189,2,1
0,254,1,2,98,1,22
0,453,1,2,143,12,22
0,764,1,8,202,1,5
0,116,0,8,199,1,1
0,823,0,8,199,3,1
0,333,1,2,101,1,23
0,74,0,8,191,2,5
0,146,1,2,144,1,22
0,777,0,8,65,7,1
0,251,1,2,143,2,23
0,139,1,2,144,7,23
0,433,1,2,98,11,22
0,387,1,2,98,1,22
0,579,0,8,213,2,5
0,465,1,2,100,13,23
0,257,1,2,98,4,22
0,99,0,8,73,5,1
0,467,1,2,141,29,22
0,246,1,2,98,18,23
0,139,1,2,143,6,23
0,443,1,2,143,3,23
0,168,1,2,143,15,22
0,817,1,8,65,4,1
0,445,1,2,143,6,22
0,850,1,2,143,1,22
0,442,1,2,144,9,22
0,2,1,2,143,2,23
0,700,0,8,49,2,1
0,14,0,8,115,2,3
0,59,1,8,65,1,1
0,83,0,8,40,1,1
0,831,0,8,203,2,1
0,478,1,2,145,11,23
0,709,1,8,213,4,5
0,594,0,2,85,1,8
0,466,0,8,193,1,1
0,817,0,8,199,1,1
0,817,0,8,203,1,1
0,734,1,8,65,1,1
0,796,0,8,48,4,1
0,62,0,8,203,18,1
0,137,1,2,146,1,23
0,493,1,2,143,17,22
0,592,0,8,137,3,1
0,299,1,8,190,1,1
0,229,0,2,138,1,23
0,431,1,2,143,3,23
0,433,1,2,143,34,23
0,749,0,8,202,13,1
0,221,3,2,143,1,23
0,883,0,8,65,3,1
0,43,0,8,203,20,1
0,491,1,2,146,6,23
0,272,1,2,144,8,23
0,756,1,8,201,5,1
0,686,0,8,202,1,1
0,282,3,2,143,1,23
0,832,0,8,65,4,1
0,777,1,8,65,1,1
0,189,1,2,146,2,22
0,479,1,2,95,5,22
0,746,1,8,63,4,1
0,159,1,2,99,14,23
0,465,1,2,145,10,22
0,316,1,2,143,4,23
0,893,0,8,190,2,1
0,787,0,8,74,2,5
0,734,0,8,203,19,1
0,686,0,8,64,3,1
0,168,1,2,88,1,22
0,189,1,2,138,1,22
0,452,0,2,132,1,8
0,882,0,8,73,3,1
0,19,0,8,50,1,1
0,481,1,2,100,15,22
0,462,1,2,95,12,23
0,484,1,2,98,4,22
0,244,1,2,140,28,23
0,0,0,8,50,1,1
0,821,0,8,115,1,3
0,841,0,8,202,30,1
0,247,1,2,143,4,23
0,45,1,8,199,2,1
0,693,0,8,211,3,1
0,492,1,2,99,1,23
0,464,1,2,144,2,22
0,159,1,2,144,2,23
0,463,1,2,143,4,22
0,433,1,2,98,3,23
0,142,0,8,153,1,1
0,368,3,2,143,1,23
0,43,0,8,203,1,1
0,831,0,8,203,2,1
0,744,1,8,189,1,1
0,621,0,7,48,1,1
0,789,1,8,203,1,1
0,481,1,2,145,9,23
0,240,0,2,132,1,8
0,139,1,2,144,18,22
0,457,1,2,99,13,22
0,493,1,2,143,7,22
0,465,1,2,100,1,22
0,245,1,2,100,1,23
0,870,0,8,74,2,5
0,694,0,8,72,2,5
0,101,0,8,74,6,5
0,368,1,2,143,27,23
0,282,3,2,143,1,23
0,146,1,2,143,15,22
0,364,1,2,96,25,23
0,368,1,2,143,36,22
0,659,1,8,213,8,5
0,734,0,8,203,13,1
0,487,1,2,146,2,23
0,135,1,2,144,3,23
0,483,1,2,144,3,23
0,752,0,8,64,2,1
0,363,0,2,85,1,8
0,313,0,2,132,1,23
0,472,1,2,143,16,22
0,340,1,2,99,1,22
0,492,1,2,100,23,23
0,452,1,2,98,1,23
0,206,1,8,54,1,1
0,139,1,2,144,7,23
0,382,1,2,98,1,22
0,457,1,2,98,3,22
0,775,1,8,213,18,5
0,616,0,8,211,2,5
0,624,0,8,49,6,1
0,241,1,2,143,5,23
0,614,1,8,74,15,5
0,841,0,8,202,8,5
0,377,1,2,143,2,23
0,290,3,2,143,1,23
0,850,1,2,143,2,22
0,718,1,8,213,4,5
0,137,1,2,98,3,22
0,707,0,8,189,6,1
0,249,1,2,143,1,23
0,487,1,2,99,2,22
0,695,0,6,48,2,1
0,506,1,2,98,11,23
0,687,0,8,63,2,1
0,505,1,2,98,6,23
0,656,0,8,201,1,1
0,86,1,8,213,2,5
0,137,1,2,143,2,22
0,914,0,8,203,1,1
0,331,0,2,88,1,8
0,20,1,2,139,1,22
0,82,0,8,45,4,1
0,764,0,8,202,1,1
0,479,1,2,99,6,23
0,442,1,2,147,9,23
0,351,1,2,98,2,23
0,504,1,2,143,13,22
0,864,0,8,48,6,1
0,242,1,2,138,1,23
0,659,1,8,213,4,5
0,876,1,8,73,8,1
0,718,0,8,213,2,1
0,19,0,8,204,6,1
0,308,0,2,132,2,8
0,252,1,2,143,1,22
0,60,1,8,213,6,5
0,686,0,8,64,2,1
0,502,1,2,146,9,23
0,512,1,2,143,1,23
0,488,1,2,144,2,22
0,645,0,8,136,1,10
0,259,1,2,138,1,23
0,117,0,8,49,3,1
0,841,0,8,66,1,1
0,612,0,8,79,2,1
0,714,1,8,190,2,1
0,690,0,8,204,1,1
0,457,1,2,146,3,22
0,462,1,2,140,19,23
0,456,1,2,98,2,22
0,452,0,2,132,1,23
0,460,1,2,144,8,22
0,735,0,8,42,2,1
0,160,0,8,190,2,1
0,443,1,2,98,3,23
0,557,0,8,65,3,1
0,850,1,2,138,3,22
0,734,1,8,65,2,1
0,159,1,2,138,2,22
0,457,1,2,98,11,22
0,367,1,2,94,2,22
0,464,1,2,145,30,23
0,844,1,8,136,2,10
0,749,0,8,202,6,5
0,707,1,8,199,8,1
0,899,0,8,65,14,1
0,306,3,2,143,1,23
0,149,1,2,143,1,23
0,542,1,8,190,6,1
0,652,0,8,65,3,1
0,746,0,8,201,2,1
0,19,0,8,66,9,1
0,480,1,2,98,33,23
0,883,1,8,203,1,1
0,72,1,8,212,1,1
0,764,0,8,74,4,5
0,749,0,8,202,1,1
0,456,1,8,180,1,1
0,557,0,8,65,6,1
0,476,1,2,101,5,22
0,457,1,2,144,11,23
0,460,1,2,143,3,22
0,786,1,8,74,8,5
0,231,3,2,143,1,23
0,495,1,2,143,12,22
0,624,0,8,49,1,1
0,280,1,2,101,1,22
0,657,1,8,218,1,1
0,832,0,8,203,14,1
0,714,0,8,40,1,1
0,752,0,8,202,3,1
0,493,1,2,95,2,23
0,511,1,2,98,2,22
0,451,1,2,145,6,23
0,242,1,2,143,1,22
0,71,1,8,199,2,5
0,84,1,8,199,3,1
0,777,0,8,203,1,1
0,118,0,8,189,12,1
0,394,1,2,98,4,22
0,681,0,8,79,1,1
0,898,1,8,211,1,5
0,450,1,2,98,7,22
0,790,0,8,203,1,1
0,749,1,8,64,1,5
0,646,0,8,199,1,1
0,665,1,8,203,1,1
0,214,1,2,98,1,23
0,859,1,2,98,2,22
0,113,0,8,79,1,1
0,461,1,2,100,1,23
0,190,1,2,144,1,22
0,469,1,2,143,1,22
0,554,1,8,203,1,1
0,469,1,2,98,1,23
0,464,1,2,100,16,23
0,246,1,2,143,4,23
0,166,1,2,98,14,23
0,48,0,8,203,4,1
0,117,1,8,190,2,1
0,625,0,8,190,16,1
0,217,0,2,85,1,22
0,893,0,8,63,1,1
0,832,0,8,65,16,1
0,463,1,2,98,4,22
0,734,0,8,203,11,1
0,466,1,2,139,21,22
0,191,0,2,85,1,8
0,817,0,8,199,1,1
0,146,1,2,98,5,23
0,135,1,2,146,2,22
0,457,1,2,98,6,23
0,129,0,2,98,2,8
0,659,1,8,213,10,5
0,146,1,2,98,24,23
0,687,0,8,190,6,1
0,466,1,2,141,29,23
0,660,0,8,199,1,1
0,229,0,2,132,1,23
0,871,1,8,211,2,5
0,461,1,2,145,4,22
0,137,1,2,98,1,22
0,453,1,2,98,39,23
0,157,1,2,144,2,22
0,858,0,8,49,16,1
0,462,1,2,140,45,23
0,452,1,2,143,6,22
0,829,1,8,199,2,1
0,614,0,8,74,2,5
0,463,1,2,145,3,22
0,138,1,2,101,2,23
0,451,1,2,143,1,22
0,339,0,8,49,10,1
0,372,1,2,143,3,22
0,470,1,2,146,1,23
0,302,1,2,143,1,23
0,472,1,2,98,12,23
0,775,0,8,64,3,5
0,749,0,8,64,4,1
0,749,0,8,64,1,5
0,686,0,8,64,1,1
0,112,0,8,189,2,1
0,775,1,8,213,6,5
0,450,1,2,143,23,23
0,462,1,2,100,1,23
0,557,0,8,65,1,1
0,460,1,2,98,5,22
0,462,1,2,99,4,23
0,774,1,8,199,1,1
0,787,1,8,199,1,5
0,848,1,8,212,2,1
0,146,1,2,144,2,22
0,817,0,8,203,2,1
0,687,0,8,65,6,1
0,464,1,2,98,1,23
0,135,1,2,100,1,22
0,569,1,8,213,19,5
0,909,0,8,218,2,1
0,756,0,8,63,1,1
0,106,0,8,49,2,1
0,462,1,2,100,23,23
0,784,0,8,49,16,1
0,99,0,8,73,4,1
0,177,1,2,56,1,22
0,78,0,8,203,17,1
0,403,1,2,143,1,22
0,818,0,8,65,1,1
0,139,1,2,144,19,22
0,686,0,8,64,1,1
0,244,1,2,95,17,22
0,454,1,2,146,6,22
0,433,1,2,98,7,22
0,162,1,2,143,2,23
0,149,1,2,143,10,22
0,741,1,8,191,1,1
0,342,1,2,98,4,22
0,288,3,2,143,2,23
0,168,1,2,98,4,23
0,62,1,8,199,1,1
0,141,1,2,143,1,22
0,701,1,8,190,1,1
0,141,1,2,99,3,22
0,557,1,8,65,2,1
0,790,0,8,65,4,1
0,163,1,2,143,3,23
0,862,0,8,65,1,1
0,480,1,2,98,5,22
0,19,1,8,211,2,5
0,244,1,8,98,5,1
0,135,1,2,144,1,23
0,821,0,8,199,13,1
0,668,1,8,211,3,5
0,503,1,2,98,1,22
0,377,1,2,143,3,22
0,741,0,8,191,2,5
0,133,0,8,204,1,1
0,8,1,8,211,1,5
0,20,1,2,141,7,22
0,75,1,8,213,12,5
0,481,1,2,138,1,23
0,139,1,2,146,2,22
0,456,1,2,98,1,22
0,172,1,2,143,3,23
0,375,1,2,143,5,23
0,375,1,2,98,13,23
0,644,0,8,202,2,5
0,135,1,2,143,2,23
0,684,0,8,190,1,1
0,439,0,2,88,1,23
0,780,0,8,199,1,1
0,457,0,2,85,1,8
0,251,1,2,98,2,22
0,367,1,2,146,13,22
0,436,1,2,98,3,23
0,370,1,2,99,12,22
0,466,1,2,96,26,22
0,493,1,2,143,21,22
0,870,1,8,213,9,5
0,825,0,8,73,4,1
0,135,1,2,143,3,22
0,918,0,8,115,1,3
0,228,1,2,98,1,23
0,850,1,2,143,2,23
0,457,1,2,99,2,22
0,166,0,2,143,12,23
0,681,1,8,199,1,1
0,735,0,4,137,1,4
0,466,1,2,139,32,23
0,246,1,2,143,23,23
0,481,1,2,143,48,23
0,871,0,8,72,3,5
0,662,1,8,202,6,5
0,659,1,8,213,23,5
0,614,1,8,213,1,5
0,246,1,2,143,5,23
0,579,0,8,213,30,1
0,450,1,2,98,26,22
0,135,1,2,143,1,23
0,199,1,2,145,10,22
0,141,1,2,146,26,23
0,722,1,8,211,1,5
0,849,1,8,177,2,1
0,20,1,2,139,2,23
0,433,1,2,98,4,23
0,141,1,2,143,1,22
0,448,3,2,143,1,23
0,375,1,2,143,17,22
0,32,0,8,48,4,1
0,858,0,8,73,2,1
0,566,1,8,187,2,5
0,460,1,2,144,3,23
0,885,1,8,183,1,1
0,159,1,2,143,2,22
0,739,0,8,213,30,5
0,450,1,2,98,8,22
0,786,1,8,213,10,5
0,633,0,8,190,2,1
0,131,1,2,143,19,23
0,375,1,2,143,3,23
0,569,1,8,213,23,5
0,743,0,6,199,2,1
0,739,0,8,74,4,1
0,790,0,8,203,2,1
0,614,0,8,213,6,5
0,859,1,2,98,2,22
0,237,1,2,93,1,22
0,54,1,8,202,4,5
0,159,1,2,144,2,22
0,146,0,2,132,1,23
0,459,1,2,101,4,22
0,876,1,8,73,2,1
0,656,0,8,212,2,1
0,459,1,2,101,2,23
0,370,1,2,144,33,23
0,624,0,8,49,16,1
0,507,0,2,93,1,23
0,257,1,2,143,6,22
0,756,1,8,201,4,1
0,557,0,8,203,4,1
0,623,0,2,85,1,8
0,465,1,2,100,41,23
0,885,1,8,48,1,1
0,881,0,8,189,12,1
0,135,1,2,99,9,22
0,457,1,2,143,5,23
0,920,1,8,218,1,1
0,507,1,2,98,1,23
0,739,0,8,74,6,1
0,402,1,2,98,2,23
0,17,0,8,48,2,1
0,820,0,8,191,1,1
0,276,0,2,88,3,8
0,203,3,2,143,1,23
0,155,0,2,132,1,23
0,417,3,2,144,1,23
0,734,0,8,65,23,1
0,742,0,8,65,2,1
0,656,1,8,201,3,1
0,168,1,2,98,7,23
0,145,1,2,98,3,22
0,192,0,2,88,1,8
0,614,0,8,213,12,1
0,342,1,2,143,13,22
0,137,0,2,88,1,23
0,461,1,2,100,3,22
0,557,1,8,203,1,1
0,750,0,8,202,5,1
0,19,1,8,211,3,5
0,351,1,2,144,1,22
0,40,1,8,93,2,1
0,451,1,2,145,11,22
0,492,1,2,144,24,23
0,362,3,2,143,2,23
0,831,1,8,203,3,1
0,43,1,8,203,1,1
0,76,1,8,211,1,5
0,139,1,2,101,5,23
0,108,1,8,213,6,5
0,700,0,8,49,1,1
0,476,1,2,146,3,23
0,452,1,2,138,1,23
0,898,1,8,213,12,5
0,230,1,2,145,1,23
0,269,1,2,144,1,22
0,752,1,8,64,1,5
0,922,0,8,189,1,1
0,830,1,2,98,1,23
0,502,1,2,146,3,23
0,461,1,2,145,25,23
0,268,1,2,93,1,23
0,495,1,2,138,2,23
0,752,1,8,213,4,5
0,43,0,8,203,1,1
0,614,1,8,213,16,5
0,749,0,8,202,6,5
0,775,0,8,213,16,1
0,841,1,8,64,1,5
0,166,1,2,138,1,23
0,697,0,2,87,1,9
0,592,1,8,205,8,10
0,465,1,2,100,11,22
0,554,0,8,65,3,1
0,764,0,8,211,1,1
0,741,0,8,191,2,5
0,853,1,8,205,1,1
0,771,0,8,49,1,1
0,457,1,2,99,4,23
0,117,1,8,190,2,1
0,214,3,2,143,1,23
0,850,1,2,144,1,22
0,481,1,2,143,10,22
0,433,1,2,98,7,23
0,669,0,8,189,4,4
0,178,1,2,143,5,23
0,749,0,8,64,6,1
0,787,0,8,213,10,5
0,467,1,2,94,22,22
0,461,1,2,100,7,22
0,461,1,2,145,10,23
0,504,1,2,98,7,22
0,491,1,2,144,11,23
0,189,1,2,99,6,22
0,686,0,8,64,4,5
0,60,1,8,213,14,5
0,429,0,2,80,1,1
0,920,1,8,199,1,1
0,213,0,2,93,1,8
0,282,1,2,138,2,23
0,642,0,8,49,9,1
0,465,1,2,98,3,23
0,178,1,2,143,1,22
0,168,1,2,143,12,23
0,460,1,2,101,1,23
0,112,0,8,78,1,1
0,189,3,2,143,1,23
0,146,1,2,132,2,23
0,452,1,2,93,1,22
0,465,1,2,143,1,23
0,787,1,8,213,8,5
0,647,0,8,203,1,1
0,503,1,2,98,4,22
0,259,1,2,144,2,23
0,709,1,8,213,6,5
0,445,3,2,143,1,23
0,137,1,2,101,2,22
0,502,1,2,146,13,22
0,902,0,8,48,1,1
0,603,0,2,127,1,28
0,664,0,8,65,1,1
0,230,1,2,98,3,23
0,470,1,2,143,1,22
0,295,1,2,98,4,22
0,42,1,8,213,12,5
0,159,1,2,93,1,22
0,734,0,8,65,32,1
0,900,1,8,65,2,1
0,660,0,8,189,1,1
0,463,1,2,95,3,22
0,853,0,8,188,1,1
0,7,0,8,211,2,5
0,786,1,8,213,20,5
0,211,1,2,98,1,22
0,465,1,2,145,34,22
0,450,1,2,143,45,23
0,478,1,2,100,5,23
0,503,1,2,143,8,22
0,661,0,8,189,1,1
0,35,0,8,189,4,1
0,614,1,8,211,1,5
0,135,1,2,99,7,23
0,139,1,2,93,2,23
0,695,0,6,153,2,1
0,573,0,2,85,1,8
0,686,0,8,213,2,1
0,158,1,2,98,1,22
0,269,1,2,144,1,22
0,446,1,2,98,15,23
0,859,1,2,93,1,22
0,764,0,8,64,2,1
0,883,0,8,65,7,1
0,741,0,8,191,2,5
0,451,1,2,143,1,23
0,137,1,2,101,1,23
0,166,1,2,93,1,22
0,746,0,8,201,1,8
0,573,0,8,189,2,1
0,662,1,8,202,2,5
0,862,0,8,203,1,1
0,246,1,2,98,31,22
0,477,1,2,143,1,22
0,844,0,6,48,1,1
0,510,1,2,144,6,23
0,473,1,2,98,5,22
0,735,0,7,137,1,4
0,616,0,8,72,1,1
0,644,0,8,64,1,5
0,479,1,2,146,21,23
0,569,1,8,74,4,5
0,688,0,8,190,1,1
0,448,1,2,98,3,22
0,453,1,2,98,8,22
0,675,1,8,190,1,1
0,172,1,2,98,3,22
0,779,1,8,190,1,1
0,707,0,8,199,1,1
0,881,0,8,48,3,1
0,246,1,2,98,12,22
0,616,0,8,72,1,1
0,466,1,2,94,28,22
0,589,0,2,85,1,8
0,442,1,2,102,1,23
0,476,1,2,101,1,22
0,487,1,2,99,1,23
0,138,1,2,101,3,23
0,117,0,8,199,1,1
0,189,1,2,146,1,23
0,750,0,8,64,4,5
0,750,1,8,202,2,5
0,443,1,2,143,2,23
0,662,0,8,202,9,5
0,27,0,8,54,2,1
0,480,1,2,144,25,22
0,463,1,2,98,9,22
0,780,0,8,48,2,1
0,744,0,8,189,5,1
0,734,0,8,65,8,1
0,137,1,2,98,3,23
0,47,0,8,199,1,1
0,464,1,2,143,10,22
0,490,0,2,95,2,1
0,280,1,2,98,2,22
0,824,0,8,48,4,1
0,166,1,2,98,5,22
0,445,1,2,143,5,23
0,452,1,2,143,11,22
0,754,0,8,45,4,1
0,694,1,8,211,2,5
0,898,1,8,74,1,5
0,479,1,2,99,12,23
0,696,1,8,189,1,1
0,530,0,2,85,1,8
0,622,0,8,48,1,1
0,99,0,8,212,18,1
0,662,1,9,202,3,5
0,698,0,2,85,2,8
0,283,1,2,143,3,22
0,610,0,2,85,1,8
0,137,1,2,99,1,22
0,51,0,8,213,10,5
0,735,0,7,137,1,4
0,451,1,2,143,3,23
0,569,1,8,74,12,5
0,749,0,8,202,2,1
0,53,0,8,60,4,1
0,242,1,2,88,1,22
0,687,1,8,63,1,1
0,876,1,8,161,2,1
0,29,0,8,49,2,1
0,464,1,2,138,3,22
0,44,0,8,50,3,1
0,480,1,2,143,19,23
0,27,0,8,199,5,1
0,860,1,8,213,4,5
0,375,1,2,98,5,22
0,301,1,2,143,13,22
0,576,1,7,205,1,1
0,442,1,2,144,24,22
0,495,1,2,98,2,22
0,364,1,2,98,5,23
0,504,1,2,98,14,23
0,429,1,2,98,2,23
0,777,0,8,65,2,1
0,460,1,2,146,2,23
0,572,0,8,189,1,1
0,482,1,2,98,1,22
0,480,1,2,143,10,23
0,258,1,2,143,8,23
0,504,1,2,143,6,22
0,108,0,8,202,7,1
0,694,1,8,72,1,5
0,62,0,8,65,1,1
0,784,0,8,190,2,1
0,686,0,8,213,4,5
0,495,1,2,98,11,22
0,645,0,8,189,1,1
0,775,0,8,74,6,5
0,404,1,2,146,1,22
0,574,1,8,182,7,4
0,832,0,8,203,32,1
0,450,1,2,98,45,22
0,758,0,8,48,2,1
0,898,1,8,213,2,5
0,310,1,2,98,6,23
0,735,0,8,183,3,11
0,871,1,8,211,1,5
